best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4354018196463585,0.06856415122747439,rms,1970508508,500,2.366837668418884,2.4354018196463585
1000,2.434451423585415,0.08230459302663817,rms,1970508508,1000,2.3521468305587767,2.434451423585415
1500,2.3379183262586594,0.05340688884258249,rms,1970508508,1500,2.284511437416077,2.3379183262586594
2000,1.6965911462903023,0.07888451248407358,rms,1970508508,2000,1.6177066338062287,1.6965911462903023
2500,1.5046883411705494,0.20998392775654784,rms,1970508508,2500,1.2947044134140016,1.5046883411705494
3000,1.4668209291994572,0.309236247688532,rms,1970508508,3000,1.1575846815109252,1.4668209291994572
3500,1.449087530374527,0.3752080088853835,rms,1970508508,3500,1.0738795214891435,1.449087530374527
4000,1.4093984551727772,0.42051808431744575,rms,1970508508,4000,0.9888803708553314,1.4093984551727772
4000,1.4093984551727772,0.5238321621716022,rms,1970508508,4500,0.9076054084300995,1.4314375706017017
4000,1.4093984551727772,0.7248550081253051,rms,1970508508,5000,0.8073181486129761,1.5321731567382812
