best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.468922808766365,0.09204614937305466,meanabs_nocorr,741210827,500,2.3768766593933104,2.468922808766365
1000,2.4590613394975662,0.10436690390110037,meanabs_nocorr,741210827,1000,2.354694435596466,2.4590613394975662
1500,2.4118529185652733,0.06734129756689056,meanabs_nocorr,741210827,1500,2.3445116209983827,2.4118529185652733
2000,2.392666593194008,0.0926173382997515,meanabs_nocorr,741210827,2000,2.3000492548942564,2.392666593194008
2500,2.281222879886627,0.06011045932769754,meanabs_nocorr,741210827,2500,2.2211124205589297,2.281222879886627
3000,2.223402827978134,0.07738433003425582,meanabs_nocorr,741210827,3000,2.1460184979438783,2.223402827978134
3500,2.1853397600352764,0.11637753769755355,meanabs_nocorr,741210827,3500,2.068962222337723,2.1853397600352764
4000,2.176380716264248,0.1814786288142205,meanabs_nocorr,741210827,4000,1.9949020874500274,2.176380716264248
4500,1.836371909826994,0.10037249132990844,meanabs_nocorr,741210827,4500,1.7359994184970855,1.836371909826994
5000,1.6837254390120506,0.1715242823958396,meanabs_nocorr,741210827,5000,1.512201156616211,1.6837254390120506
