best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4294693619012833,0.06107763350009909,rms,1310941852,500,2.368391728401184,2.4294693619012833
1000,2.424480937421322,0.0707589635252952,rms,1310941852,1000,2.3537219738960267,2.424480937421322
1500,2.3602602556347847,0.06636421948671334,rms,1310941852,1500,2.2938960361480714,2.3602602556347847
2000,1.7637921646237373,0.10706702619791031,rms,1310941852,2000,1.656725138425827,1.7637921646237373
2500,1.5353506691753864,0.21676283314824096,rms,1310941852,2500,1.3185878360271455,1.5353506691753864
3000,1.502267237752676,0.32002767428755763,rms,1310941852,3000,1.1822395634651184,1.502267237752676
3500,1.356837633997202,0.2693083216249943,rms,1310941852,3500,1.0875293123722076,1.356837633997202
3500,1.356837633997202,0.41369530618190764,rms,1310941852,4000,0.9982979291677475,1.4119932353496552
3500,1.356837633997202,0.58941173017025,rms,1310941852,4500,0.9229876601696014,1.5123993903398514
3500,1.356837633997202,0.6789378082752228,rms,1310941852,5000,0.8465020203590393,1.525439828634262
