best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4541750848293304,0.07738216042518609,rms,1718616343,500,2.3767929244041444,2.4541750848293304
1000,2.4010042250156403,0.051760185956954974,rms,1718616343,1000,2.3492440390586853,2.4010042250156403
1500,2.3021529465913773,0.040448339581489634,rms,1718616343,1500,2.2617046070098876,2.3021529465913773
2000,1.6379806399345398,0.11886153340339667,rms,1718616343,2000,1.5191191065311431,1.6379806399345398
2500,1.502886887639761,0.24502978429198263,rms,1718616343,2500,1.2578571033477783,1.502886887639761
3000,1.4798369966447353,0.3388882373273372,rms,1718616343,3000,1.1409487593173981,1.4798369966447353
3000,1.4798369966447353,0.42399110704660425,rms,1718616343,3500,1.0593454831838607,1.483336590230465
3000,1.4798369966447353,0.5221252456307411,rms,1718616343,4000,0.9696595430374145,1.4917847886681557
3000,1.4798369966447353,0.6478805468976497,rms,1718616343,4500,0.8922937399148941,1.5401742868125439
3000,1.4798369966447353,0.763668372631073,rms,1718616343,5000,0.802826434969902,1.566494807600975
