best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.5080359652638435,0.13539352446794517,meanabs_nocorr,1431649702,500,2.3726424407958984,2.5080359652638435
1000,2.408485859632492,0.05656530976295482,meanabs_nocorr,1431649702,1000,2.3519205498695372,2.408485859632492
1000,2.408485859632492,0.08088876098394415,meanabs_nocorr,1431649702,1500,2.3358988261222837,2.416787587106228
2000,2.3848317861557007,0.10114215373992907,meanabs_nocorr,1431649702,2000,2.2836896324157716,2.3848317861557007
2500,2.2509751990437508,0.033952555954456454,meanabs_nocorr,1431649702,2500,2.2170226430892943,2.2509751990437508
3000,2.2115481942892075,0.09190352737903584,meanabs_nocorr,1431649702,3000,2.1196446669101716,2.2115481942892075
3500,2.0502107553184032,0.12647964403033263,meanabs_nocorr,1431649702,3500,1.9237311112880706,2.0502107553184032
4000,1.7343784607946873,0.12310325995087634,meanabs_nocorr,1431649702,4000,1.611275200843811,1.7343784607946873
4500,1.5630780421197414,0.1596908138692379,meanabs_nocorr,1431649702,4500,1.4033872282505035,1.5630780421197414
5000,1.522405881434679,0.2406141097843646,meanabs_nocorr,1431649702,5000,1.2817917716503144,1.522405881434679
