best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4553647711873055,0.08563168317079528,meanabs_nocorr,676750256,500,2.36973308801651,2.4553647711873055
500,2.4553647711873055,0.10724434286355988,meanabs_nocorr,676750256,1000,2.3607050251960753,2.467949368059635
1500,2.455184407532215,0.10258383780717839,meanabs_nocorr,676750256,1500,2.3526005697250367,2.455184407532215
2000,2.437171906232834,0.10405697941780101,meanabs_nocorr,676750256,2000,2.333114926815033,2.437171906232834
2500,2.3679303377866745,0.06789361655712112,meanabs_nocorr,676750256,2500,2.3000367212295534,2.3679303377866745
3000,2.3407448828220367,0.0647347152233122,meanabs_nocorr,676750256,3000,2.2760101675987245,2.3407448828220367
3500,2.3169111013412476,0.09620485544204715,meanabs_nocorr,676750256,3500,2.2207062458992004,2.3169111013412476
3500,2.3169111013412476,0.13641220629215223,meanabs_nocorr,676750256,4000,2.191425454616547,2.327837660908699
4500,2.263691730797291,0.14959978610277158,meanabs_nocorr,676750256,4500,2.114091944694519,2.263691730797291
5000,1.993919998407364,0.09870272517204293,meanabs_nocorr,676750256,5000,1.895217273235321,1.993919998407364
