alpha,best_step,best_val_loss,curve_path,device,eval_elapsed_s,eval_ms_step,eval_seq_s,eval_steps_s,eval_tok_s,eval_us_tok,grad_norm,norm,overfit_step,overfit_val_loss,params,peak_alloc_mb,peak_reserved_mb,seed,train_bytes,train_elapsed_s,train_loss,train_ms_step,train_seq_s,train_steps_s,train_tok_s,train_us_tok,val_bytes,val_loss
,4000,1.3925196006894112,norm_runs_cityofgod\curve_rms_seed598422775.csv,cuda,2.9313867000164464,91.60583437551395,43.665341048071845,10.916335262017961,44713.30923322557,22.36470565808446,0.585493803024292,rms,5000,1.5065513029694557,90314048,10299.86572265625,10788.0,598422775,1221695,1308.6242376000155,0.8514299392700195,261.7248475200031,15.283226021152952,3.820806505288238,15650.023445660623,63.89766785156325,135744,1.4843894131481647
,3500,1.4058145694434643,norm_runs_cityofgod\curve_rms_seed1786548453.csv,cuda,2.86544020002475,89.54500625077344,44.67027439584829,11.167568598962072,45742.36098134865,21.861573791692734,0.6215710639953613,rms,4500,1.4793139770627022,90314048,10299.86572265625,10788.0,1786548453,1221695,1287.5341049000272,0.7690538167953491,257.50682098000544,15.533569110041505,3.883392277510376,15906.3747686825,62.86787621582164,135744,1.4773912988603115
,3000,1.4302387088537216,norm_runs_cityofgod\curve_rms_seed1426323417.csv,cuda,2.8672879999503493,89.60274999844842,44.641487008705255,11.160371752176314,45712.88269691418,21.875671386339945,0.6312487125396729,rms,4000,1.539028074592352,90314048,10299.86572265625,10788.0,1426323417,1221695,1281.7727786999894,0.8471137881278992,256.35455573999786,15.603389565102615,3.900847391275654,15977.870914665078,62.58656145996042,135744,1.529487144201994
,3000,1.4206475466489792,norm_runs_cityofgod\curve_rms_seed736896387.csv,cuda,2.867366599966772,89.60520624896162,44.64026329995031,11.160065824987578,45711.62961914912,21.876271056875396,0.6623066067695618,rms,4000,1.4406866021454334,90314048,10299.86572265625,10788.0,736896387,1221695,1281.7990964000346,0.9666093587875366,256.3598192800069,15.603069198730525,3.9007672996826313,15977.542859500058,62.58784650390793,135744,1.530372403562069
,4000,1.3828883059322834,norm_runs_cityofgod\curve_rms_seed1722602715.csv,cuda,2.8629838000051677,89.46824375016149,44.70860086591093,11.177150216477733,45781.60728669279,21.84283294681677,0.5817137360572815,rms,5000,1.4882842972874641,90314048,10299.86572265625,10788.0,1722602715,1221695,1281.7739084999776,0.7811374664306641,256.35478169999556,15.603375811733766,3.9008439529334415,15977.856831215377,62.58661662597547,135744,1.5576218031346798
,4000,1.390597578138113,norm_runs_cityofgod\curve_rms_seed1639699922.csv,cuda,2.860372599971015,89.38664374909422,44.749414814453566,11.187353703613391,45823.40077000045,21.822911071556206,0.7109985947608948,rms,5000,1.4282056912779808,90314048,10299.86572265625,10788.0,1639699922,1221695,1278.7495129000163,0.9199879169464111,255.74990258000324,15.64027966246723,3.9100699156168073,16015.646374366443,62.43894105957111,135744,1.4904478639364243
,3000,1.3633728623390198,norm_runs_cityofgod\curve_rms_seed1048955721.csv,cuda,2.8606962999911048,89.39675937472202,44.74435122679678,11.186087806699195,45818.2156562399,21.825380706719244,0.6392714381217957,rms,4000,1.4725175946950912,90314048,10299.86572265625,10788.0,1048955721,1221695,1277.0886457999586,0.8274292945861816,255.41772915999172,15.66062000924936,3.91515500231234,16036.474889471345,62.357844033201104,135744,1.53936180844903
,3000,1.3917779363691807,norm_runs_cityofgod\curve_rms_seed370076197.csv,cuda,2.860526699980255,89.39145937438298,44.747004109726895,11.186751027431724,45820.93220836034,21.82408676132397,0.6183523535728455,rms,4000,1.4415528811514378,90314048,10299.86572265625,10788.0,370076197,1221695,1276.9976037000306,0.5652687549591064,255.3995207400061,15.66173651544145,3.9154341288603627,16037.618191812046,62.35339861816555,135744,1.5922324284911156
,3500,1.3885441049933434,norm_runs_cityofgod\curve_rms_seed188292180.csv,cuda,2.8582706000306644,89.32095625095826,44.78232396842579,11.195580992106448,45857.09974366801,21.806874084706607,0.558309018611908,rms,5000,1.627683587372303,90314048,10299.86572265625,10788.0,188292180,1221695,1277.179283000005,0.6297553777694702,255.43585660000102,15.6595086267148,3.9148771566787,16035.336833755955,62.36226967773462,135744,1.5938375033438206
,3000,1.4264649264514446,norm_runs_cityofgod\curve_rms_seed482242919.csv,cuda,2.8569830999476835,89.28072187336511,44.80250513289487,11.200626283223718,45877.76525608435,21.79705123861453,0.594327449798584,rms,4000,1.464762207120657,90314048,10299.86572265625,10788.0,482242919,1221695,1277.0627211999963,0.7942404747009277,255.41254423999925,15.660937922615839,3.9152344806539596,16036.800432758619,62.35657818359357,135744,1.520388912409544
,3500,1.4223588556051254,norm_runs_cityofgod\curve_rms_seed676750256.csv,cuda,2.857489500020165,89.29654687563016,44.79456529904894,11.198641324762235,45869.634866226115,21.800914764558144,0.5585905313491821,rms,4500,1.4990069195628166,90314048,10299.86572265625,10788.0,676750256,1221695,1277.0308710000245,0.6663793921470642,255.4061742000049,15.661328519284963,3.9153321298212407,16037.200403747802,62.35502299804807,135744,1.5396386571228504
,4000,1.3686759620904922,norm_runs_cityofgod\curve_rms_seed405379411.csv,cuda,2.8600517000304535,89.37661562595167,44.75443573227612,11.18860893306903,45828.54218985075,21.820462799304607,0.5677186250686646,rms,5000,1.5090317614376545,90314048,10299.86572265625,10788.0,405379411,1221695,1277.0947120999917,0.7341909408569336,255.41894241999836,15.6605456200762,3.91513640501905,16036.398714958028,62.35814023925741,135744,1.4866363368928432
,4000,1.3722675703465939,norm_runs_cityofgod\curve_rms_seed130604721.csv,cuda,2.860527999990154,89.39149999969231,44.74698377377903,11.186745943444757,45820.911384349725,21.82409667961238,0.5789625644683838,rms,5000,1.60361959785223,90314048,10299.86572265625,10788.0,130604721,1221695,1277.0409318999737,0.6469930410385132,255.40818637999473,15.661205134783051,3.915301283695763,16037.074058017844,62.3555142529284,135744,1.5464923083782196
,3500,1.356837633997202,norm_runs_cityofgod\curve_rms_seed1310941852.csv,cuda,2.85992570000235,89.37267812507343,44.75640748285692,11.18910187071423,45830.56126244549,21.819501495379257,0.5509181022644043,rms,4500,1.5123993903398514,90314048,10299.86572265625,10788.0,1310941852,1221695,1277.3260377999977,0.8301378488540649,255.46520755999953,15.657709471300684,3.914427367825171,16033.4944986119,62.36943543945301,135744,1.4969415627419949
,3000,1.3875878974795341,norm_runs_cityofgod\curve_rms_seed1162914961.csv,cuda,2.8577905999845825,89.3059562495182,44.789845694324335,11.197461423581084,45864.80199098812,21.80321197498003,0.578913152217865,rms,4000,1.4482841454446316,90314048,10299.86572265625,10788.0,1162914961,1221695,1277.248685700004,0.7061278820037842,255.4497371400008,15.658657725718369,3.914664431429592,16034.46551113561,62.36565848144551,135744,1.5969710312783718
,3000,1.4012428559362888,norm_runs_cityofgod\curve_rms_seed1109572572.csv,cuda,2.857086799980607,89.28396249939397,44.800878993549944,11.200219748387486,45876.10008939514,21.797842407078605,0.5834165215492249,rms,4500,1.4677047915756702,90314048,10299.86572265625,10788.0,1109572572,1221695,1277.083815400023,0.773341178894043,255.4167630800046,15.660679243464822,3.9151698108662054,16036.535545307977,62.35760817382925,135744,1.5912860445678234
,2500,1.4179614074528217,norm_runs_cityofgod\curve_rms_seed1431649702.csv,cuda,2.8601411000126973,89.37940937539679,44.75303683424281,11.188259208560703,45827.10971826464,21.821144867040232,0.5793029069900513,rms,3500,1.4648482389748096,90314048,10299.86572265625,10788.0,1431649702,1221695,1277.3876735999947,0.7427376508712769,255.47753471999894,15.656953964206535,3.9142384910516337,16032.720859347492,62.37244499999974,135744,1.574648443609476
