best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.464112862944603,0.09111055076122287,meanabs_nocorr,1639699922,500,2.37300231218338,2.464112862944603
1000,2.415842182934284,0.05558636695146557,meanabs_nocorr,1639699922,1000,2.3602558159828186,2.415842182934284
1000,2.415842182934284,0.10343970060348529,meanabs_nocorr,1639699922,1500,2.348942506313324,2.452382206916809
1000,2.415842182934284,0.14969858884811416,meanabs_nocorr,1639699922,2000,2.3260482215881346,2.475746810436249
2500,2.3744022995233536,0.07672707617282848,meanabs_nocorr,1639699922,2500,2.297675223350525,2.3744022995233536
3000,2.3245148211717606,0.07631593048572549,meanabs_nocorr,1639699922,3000,2.248198890686035,2.3245148211717606
3500,2.2469275444746017,0.07966746270656566,meanabs_nocorr,1639699922,3500,2.167260081768036,2.2469275444746017
4000,2.1579244919121265,0.0833763261139393,meanabs_nocorr,1639699922,4000,2.0745481657981872,2.1579244919121265
4500,1.8562965542078018,0.10841049969196326,meanabs_nocorr,1639699922,4500,1.7478860545158386,1.8562965542078018
5000,1.6291771307587624,0.0968054547905921,meanabs_nocorr,1639699922,5000,1.5323716759681703,1.6291771307587624
