best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4881641790270805,0.11548217743635192,meanabs_nocorr,1109572572,500,2.3726820015907286,2.4881641790270805
1000,2.4635452330112457,0.11141713976860057,meanabs_nocorr,1109572572,1000,2.352128093242645,2.4635452330112457
1500,2.3978317081928253,0.06610588431358355,meanabs_nocorr,1109572572,1500,2.3317258238792418,2.3978317081928253
2000,2.384717635810375,0.10699943989515326,meanabs_nocorr,1109572572,2000,2.277718195915222,2.384717635810375
2500,2.2960424348711967,0.10005082339048377,meanabs_nocorr,1109572572,2500,2.195991611480713,2.2960424348711967
3000,2.212923973798752,0.08025181293487549,meanabs_nocorr,1109572572,3000,2.1326721608638763,2.212923973798752
3500,2.1709392443299294,0.1028396645188332,meanabs_nocorr,1109572572,3500,2.068099579811096,2.1709392443299294
4000,1.9548680819571018,0.09022938981652251,meanabs_nocorr,1109572572,4000,1.8646386921405793,1.9548680819571018
4500,1.7644585110247135,0.14744334831833839,meanabs_nocorr,1109572572,4500,1.6170151627063751,1.7644585110247135
5000,1.6883619576692581,0.25080436527729044,meanabs_nocorr,1109572572,5000,1.4375575923919677,1.6883619576692581
