best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.457555115222931,0.08947953224182115,meanabs,1639699922,500,2.3680755829811098,2.457555115222931
1000,2.3990297093987465,0.05002292782068274,meanabs,1639699922,1000,2.3490067815780638,2.3990297093987465
1500,2.349156938493252,0.05805397361516951,meanabs,1639699922,1500,2.2911029648780823,2.349156938493252
2000,1.7463715933263302,0.16537406072020522,meanabs,1639699922,2000,1.580997532606125,1.7463715933263302
2500,1.5009190700948238,0.21083154305815688,meanabs,1639699922,2500,1.290087527036667,1.5009190700948238
3000,1.4428726732730865,0.2820527446269989,meanabs,1639699922,3000,1.1608199286460876,1.4428726732730865
3500,1.4082596115767956,0.33889872893691053,meanabs,1639699922,3500,1.069360882639885,1.4082596115767956
4000,1.3950521536171436,0.39851134970784186,meanabs,1639699922,4000,0.9965408039093018,1.3950521536171436
4000,1.3950521536171436,0.5211134128272533,meanabs,1639699922,4500,0.9120607912540436,1.433174204081297
4000,1.3950521536171436,0.6084569808840752,meanabs,1639699922,5000,0.828796933889389,1.4372539147734642
