best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.46561536192894,0.09594532608985906,rms,273318888,500,2.3696700358390808,2.46561536192894
1000,2.419435791671276,0.07283499926328663,rms,273318888,1000,2.3466007924079895,2.419435791671276
1500,2.3453885465860367,0.06634615242481212,rms,273318888,1500,2.2790423941612246,2.3453885465860367
2000,1.7397418320178986,0.1180430793762206,rms,273318888,2000,1.621698752641678,1.7397418320178986
2500,1.5169037319719791,0.19216189756989488,rms,273318888,2500,1.3247418344020843,1.5169037319719791
3000,1.4672361128032207,0.29543224379420274,rms,273318888,3000,1.171803869009018,1.4672361128032207
3500,1.3929388634860516,0.3078443263471127,rms,273318888,3500,1.0850945371389389,1.3929388634860516
3500,1.3929388634860516,0.4175983102619647,rms,273318888,4000,1.006367758512497,1.4239660687744617
3500,1.3929388634860516,0.5043139557540417,rms,273318888,4500,0.9296327841281891,1.4339467398822308
3500,1.3929388634860516,0.6786823031306267,rms,273318888,5000,0.8503788429498672,1.529061146080494
