best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4670263305306435,0.08346834093332278,rms,129344154,500,2.3835579895973207,2.4670263305306435
1000,2.445885956287384,0.10210800409317011,rms,129344154,1000,2.343777952194214,2.445885956287384
1500,2.2911617383360863,0.04364929765462877,rms,129344154,1500,2.2475124406814575,2.2911617383360863
2000,1.6773109138011932,0.1671738862991332,rms,129344154,2000,1.51013702750206,1.6773109138011932
2500,1.4633656963706017,0.20981407612562175,rms,129344154,2500,1.25355162024498,1.4633656963706017
3000,1.453097265213728,0.3180192784965039,rms,129344154,3000,1.135077986717224,1.453097265213728
3500,1.379070870578289,0.33142609804868695,rms,129344154,3500,1.047644772529602,1.379070870578289
3500,1.379070870578289,0.5277004060149193,rms,129344154,4000,0.9629826653003692,1.4906830713152885
3500,1.379070870578289,0.625958600640297,rms,129344154,4500,0.8812648713588714,1.5072234719991684
3500,1.379070870578289,0.7300760273635387,rms,129344154,5000,0.7812736767530442,1.5113497041165829
