best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.472379095852375,0.1032431033253669,meanabs,922641176,500,2.369135992527008,2.472379095852375
1000,2.4363096728920937,0.0805702868103979,meanabs,922641176,1000,2.3557393860816958,2.4363096728920937
1500,2.2143907099962234,-0.0008414763212205578,meanabs,922641176,1500,2.215232186317444,2.2143907099962234
2000,1.6368752345442772,0.11652674287557607,meanabs,922641176,2000,1.5203484916687011,1.6368752345442772
2500,1.542939968407154,0.2743021157383918,meanabs,922641176,2500,1.2686378526687623,1.542939968407154
3000,1.4308809228241444,0.26556955888867373,meanabs,922641176,3000,1.1653113639354706,1.4308809228241444
3500,1.3825042210519314,0.32384272381663326,meanabs,922641176,3500,1.0586614972352981,1.3825042210519314
3500,1.3825042210519314,0.49642159521579743,meanabs,922641176,4000,0.9997716349363327,1.4961932301521301
3500,1.3825042210519314,0.5673905783891677,meanabs,922641176,4500,0.8977907276153565,1.4651813060045242
3500,1.3825042210519314,0.6919397293031215,meanabs,922641176,5000,0.8081055516004563,1.5000452809035778
