best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.488570973277092,0.033748258948326004,meanabs_nocorr,130604721,500,2.454822714328766,2.488570973277092
1000,2.367564767599106,0.0533101594448091,meanabs_nocorr,130604721,1000,2.3142546081542967,2.367564767599106
1500,2.2832882329821587,0.07777469605207443,meanabs_nocorr,130604721,1500,2.2055135369300842,2.2832882329821587
2000,2.128167290240526,0.12273438408970838,meanabs_nocorr,130604721,2000,2.005432906150818,2.128167290240526
2500,1.8080079145729542,0.06105235770344741,meanabs_nocorr,130604721,2500,1.7469555568695068,1.8080079145729542
3000,1.5889159813523293,0.16525111466646192,meanabs_nocorr,130604721,3000,1.4236648666858673,1.5889159813523293
3500,1.22991007193923,0.09055763766169544,meanabs_nocorr,130604721,3500,1.1393524342775345,1.22991007193923
4000,1.0847488082945347,0.1225536896288395,meanabs_nocorr,130604721,4000,0.9621951186656952,1.0847488082945347
4500,0.991518771275878,0.14339843951165676,meanabs_nocorr,130604721,4500,0.8481203317642212,0.991518771275878
5000,0.9058065544813871,0.16947039537131792,meanabs_nocorr,130604721,5000,0.7363361591100692,0.9058065544813871
