best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.5002525597810745,0.15880693018436443,meanabs_nocorr,2022903755,500,2.34144562959671,2.5002525597810745
1000,2.4604806900024414,0.1555168175697328,meanabs_nocorr,2022903755,1000,2.3049638724327086,2.4604806900024414
1500,2.2612717300653458,0.10887048780918107,meanabs_nocorr,2022903755,1500,2.1524012422561647,2.2612717300653458
2000,2.167705934494734,0.34908678218722344,meanabs_nocorr,2022903755,2000,1.8186191523075104,2.167705934494734
2500,1.8274587765336037,0.3645898440480233,meanabs_nocorr,2022903755,2500,1.4628689324855804,1.8274587765336037
3000,1.7456953153014183,0.48633324116468435,meanabs_nocorr,2022903755,3000,1.259362074136734,1.7456953153014183
3500,1.5842791870236397,0.4925291076302529,meanabs_nocorr,2022903755,3500,1.0917500793933868,1.5842791870236397
3500,1.5842791870236397,0.7272066417336464,meanabs_nocorr,2022903755,4000,0.9412826430797577,1.668489284813404
3500,1.5842791870236397,1.1528968437016012,meanabs_nocorr,2022903755,4500,0.7889922076463699,1.941889051347971
3500,1.5842791870236397,1.6026739418506621,meanabs_nocorr,2022903755,5000,0.6095292553305626,2.212203197181225
