best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.5102351382374763,0.17036762267351158,meanabs_nocorr,1718616343,500,2.3398675155639648,2.5102351382374763
1000,2.416789971292019,0.14356109470128997,meanabs_nocorr,1718616343,1000,2.273228876590729,2.416789971292019
1500,2.254083588719368,0.18996697843074806,meanabs_nocorr,1718616343,1500,2.06411661028862,2.254083588719368
2000,1.8800127021968365,0.33368989869952204,meanabs_nocorr,1718616343,2000,1.5463228034973144,1.8800127021968365
2500,1.550077609717846,0.2604350587725639,meanabs_nocorr,1718616343,2500,1.289642550945282,1.550077609717846
2500,1.550077609717846,0.5912109602987767,meanabs_nocorr,1718616343,3000,1.1088009524345397,1.7000119127333164
2500,1.550077609717846,0.6574021402001381,meanabs_nocorr,1718616343,3500,0.9666580510139465,1.6240601912140846
2500,1.550077609717846,1.0012989115715025,meanabs_nocorr,1718616343,4000,0.7976665872335434,1.798965498805046
2500,1.550077609717846,1.3798244072496892,meanabs_nocorr,1718616343,4500,0.5982057863473892,1.9780301935970783
2500,1.550077609717846,1.881212915033102,meanabs_nocorr,1718616343,5000,0.42082262903451917,2.3020355440676212
