best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.524574674665928,0.19191970258951185,meanabs_nocorr,741210827,500,2.332654972076416,2.524574674665928
1000,2.508660100400448,0.21735304683446888,meanabs_nocorr,741210827,1000,2.291307053565979,2.508660100400448
1500,2.3109751641750336,0.18562946200370778,meanabs_nocorr,741210827,1500,2.125345702171326,2.3109751641750336
2000,1.925854492932558,0.2365955848991872,meanabs_nocorr,741210827,2000,1.6892589080333709,1.925854492932558
2500,1.7188870497047901,0.3459686262905597,meanabs_nocorr,741210827,2500,1.3729184234142304,1.7188870497047901
3000,1.7125640586018562,0.5233231630921364,meanabs_nocorr,741210827,3000,1.1892408955097198,1.7125640586018562
3500,1.6469060257077217,0.6051684722304345,meanabs_nocorr,741210827,3500,1.0417375534772872,1.6469060257077217
3500,1.6469060257077217,0.8184734573960304,meanabs_nocorr,741210827,4000,0.905703821182251,1.7241772785782814
3500,1.6469060257077217,1.14140094935894,meanabs_nocorr,741210827,4500,0.7355488675832749,1.876949816942215
3500,1.6469060257077217,1.5217916721105575,meanabs_nocorr,741210827,5000,0.5493723845481873,2.071164056658745
