best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.5166358798742294,0.18561915576457988,rms,1109572572,500,2.3310167241096496,2.5166358798742294
1000,2.035990633070469,0.1547513821721076,rms,1109572572,1000,1.8812392508983613,2.035990633070469
1500,1.6528345011174679,0.33368485435843476,rms,1109572572,1500,1.3191496467590331,1.6528345011174679
1500,1.6528345011174679,0.6140709953010082,rms,1109572572,2000,1.0538931316137314,1.6679641269147396
1500,1.6528345011174679,1.0011954578757285,rms,1109572572,2500,0.8257008296251297,1.8268962875008583
1500,1.6528345011174679,1.499285526573658,rms,1109572572,3000,0.533586174249649,2.032871700823307
1500,1.6528345011174679,2.051193162947893,rms,1109572572,3500,0.31004551410675046,2.3612386770546436
1500,1.6528345011174679,2.6317142544686796,rms,1109572572,4000,0.18477372840046882,2.8164879828691483
1500,1.6528345011174679,2.8014373093098404,rms,1109572572,4500,0.135126346424222,2.936563655734062
1500,1.6528345011174679,3.0627984406799076,rms,1109572572,5000,0.10119701154530049,3.1639954522252083
