best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.466710403561592,0.03195636332035079,rms,130604721,500,2.4347540402412413,2.466710403561592
1000,2.26391726359725,0.03318956837058051,rms,130604721,1000,2.2307276952266695,2.26391726359725
1500,1.961925946176052,0.060168655812740335,rms,130604721,1500,1.9017572903633118,1.961925946176052
2000,1.4963862001895905,0.11355576872825623,rms,130604721,2000,1.3828304314613342,1.4963862001895905
2500,1.0483959540724754,0.07468168944120412,rms,130604721,2500,0.9737142646312713,1.0483959540724754
3000,0.9398532975465059,0.16161864615976806,rms,130604721,3000,0.7782346513867379,0.9398532975465059
3500,0.8304436337202787,0.12275714389979842,rms,130604721,3500,0.7076864898204803,0.8304436337202787
4000,0.8135165497660637,0.14256037294864654,rms,130604721,4000,0.6709561768174171,0.8135165497660637
4500,0.7932803332805634,0.1701547935605049,rms,130604721,4500,0.6231255397200585,0.7932803332805634
5000,0.7687887046486139,0.20362201012670988,rms,130604721,5000,0.565166694521904,0.7687887046486139
