best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.501646637916565,0.19926244497299184,meanabs_nocorr,1162914961,500,2.302384192943573,2.501646637916565
1000,2.416104108095169,0.15941229939460744,meanabs_nocorr,1162914961,1000,2.2566918087005616,2.416104108095169
1500,2.2642789632081985,0.13888643920421595,meanabs_nocorr,1162914961,1500,2.1253925240039826,2.2642789632081985
2000,2.0048764906823635,0.1728572236001491,meanabs_nocorr,1162914961,2000,1.8320192670822144,2.0048764906823635
2500,1.753335602581501,0.28454005986452113,meanabs_nocorr,1162914961,2500,1.4687955427169799,1.753335602581501
3000,1.6547426469624043,0.42674406722187985,meanabs_nocorr,1162914961,3000,1.2279985797405244,1.6547426469624043
3000,1.6547426469624043,0.677960058748722,meanabs_nocorr,1162914961,3500,1.062928216457367,1.740888275206089
3000,1.6547426469624043,0.9043669775128365,meanabs_nocorr,1162914961,4000,0.901128739118576,1.8054957166314125
3000,1.6547426469624043,1.1065696960687639,meanabs_nocorr,1162914961,4500,0.7294346505403518,1.8360043466091156
3000,1.6547426469624043,1.7197245171666145,meanabs_nocorr,1162914961,5000,0.49996317565441134,2.219687692821026
