best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.45238346606493,0.0842603161931037,meanabs_nocorr,1786548453,500,2.3681231498718263,2.45238346606493
1000,2.4466948062181473,0.08061245024204267,meanabs_nocorr,1786548453,1000,2.3660823559761046,2.4466948062181473
1500,2.4321708530187607,0.08173186957836132,meanabs_nocorr,1786548453,1500,2.3504389834403994,2.4321708530187607
2000,2.386485271155834,0.07490374773740749,meanabs_nocorr,1786548453,2000,2.3115815234184267,2.386485271155834
2500,2.330049879848957,0.08814500123262414,meanabs_nocorr,1786548453,2500,2.241904878616333,2.330049879848957
3000,2.2427805960178375,0.08883267045021048,meanabs_nocorr,1786548453,3000,2.153947925567627,2.2427805960178375
3500,2.182198464870453,0.10158438444137552,meanabs_nocorr,1786548453,3500,2.0806140804290774,2.182198464870453
4000,1.9466604255139828,0.11568816527724257,meanabs_nocorr,1786548453,4000,1.8309722602367402,1.9466604255139828
4500,1.7184611149132252,0.12185791924595835,meanabs_nocorr,1786548453,4500,1.5966031956672668,1.7184611149132252
5000,1.660343274474144,0.24140997588634483,meanabs_nocorr,1786548453,5000,1.4189332985877992,1.660343274474144
