best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.488792799413204,0.11744163602590563,meanabs_nocorr,598422775,500,2.3713511633872986,2.488792799413204
500,2.488792799413204,0.12547603309154498,meanabs_nocorr,598422775,1000,2.364118530750275,2.4895945638418198
1500,2.446076236665249,0.09024134725332278,meanabs_nocorr,598422775,1500,2.355834889411926,2.446076236665249
2000,2.3998747915029526,0.07267327725887318,meanabs_nocorr,598422775,2000,2.3272015142440794,2.3998747915029526
2000,2.3998747915029526,0.1029106301069258,meanabs_nocorr,598422775,2500,2.3043856549263,2.407296285033226
3000,2.3103780150413513,0.06368616104125957,meanabs_nocorr,598422775,3000,2.2466918540000917,2.3103780150413513
3500,2.2849492728710175,0.08734035134315477,meanabs_nocorr,598422775,3500,2.1976089215278627,2.2849492728710175
4000,2.183949701488018,0.08291838616132718,meanabs_nocorr,598422775,4000,2.101031315326691,2.183949701488018
4500,1.9797054380178452,0.17011316955089573,meanabs_nocorr,598422775,4500,1.8095922684669494,1.9797054380178452
5000,1.7311485297977924,0.13890715315937996,meanabs_nocorr,598422775,5000,1.5922413766384125,1.7311485297977924
