best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4609144404530525,0.16288770228624339,rms,336498026,500,2.298026738166809,2.4609144404530525
1000,2.146422989666462,0.07159600883722295,rms,336498026,1000,2.074826980829239,2.146422989666462
1500,1.686304934322834,0.27641880184412004,rms,336498026,1500,1.409886132478714,1.686304934322834
2000,1.6732876487076283,0.5530264748632907,rms,336498026,2000,1.1202611738443375,1.6732876487076283
2500,1.6653734184801579,0.7818942476809024,rms,336498026,2500,0.8834791707992554,1.6653734184801579
2500,1.6653734184801579,1.3766728496551512,rms,336498026,3000,0.6101747596263886,1.98684760928154
2500,1.6653734184801579,1.9723421548306943,rms,336498026,3500,0.3445005464553833,2.3168427012860775
2500,1.6653734184801579,2.4708276960253714,rms,336498026,4000,0.1992946144938469,2.6701223105192184
2500,1.6653734184801579,2.8420560828596355,rms,336498026,4500,0.13096501462161542,2.9730210974812508
2500,1.6653734184801579,3.1271750976890327,rms,336498026,5000,0.10373252876102924,3.230907626450062
