best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4572163224220276,0.15742716312408467,rms,676750256,500,2.299789159297943,2.4572163224220276
1000,2.073836050927639,0.11271306246519086,rms,676750256,1000,1.9611229884624481,2.073836050927639
1500,1.6437804959714413,0.27457553610205654,rms,676750256,1500,1.3692049598693847,1.6437804959714413
1500,1.6437804959714413,0.5434865632653236,rms,676750256,2000,1.102768833041191,1.6462553963065147
1500,1.6437804959714413,0.8258395659923553,rms,676750256,2500,0.867347030043602,1.6931865960359573
1500,1.6437804959714413,1.4408268882334232,rms,676750256,3000,0.5801886403560639,2.021015528589487
1500,1.6437804959714413,2.076553747206926,rms,676750256,3500,0.32726692393422124,2.4038206711411476
1500,1.6437804959714413,2.510635085478425,rms,676750256,4000,0.18438436828553675,2.695019453763962
1500,1.6437804959714413,2.7817736937105657,rms,676750256,4500,0.12343193605542183,2.9052056297659874
1500,1.6437804959714413,3.018477555066347,rms,676750256,5000,0.10601555958390235,3.1244931146502495
