best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4626821652054787,0.08474051386117942,meanabs,1718616343,500,2.3779416513442992,2.4626821652054787
1000,2.3950956985354424,0.04587531775236142,meanabs,1718616343,1000,2.349220380783081,2.3950956985354424
1500,2.2988789677619934,0.04183082818985007,meanabs,1718616343,1500,2.2570481395721433,2.2988789677619934
2000,1.6751733161509037,0.11723807826638222,meanabs,1718616343,2000,1.5579352378845215,1.6751733161509037
2500,1.5127940736711025,0.24125484690070143,meanabs,1718616343,2500,1.271539226770401,1.5127940736711025
3000,1.4731632210314274,0.32894500508904456,meanabs,1718616343,3000,1.1442182159423828,1.4731632210314274
3500,1.4703715592622757,0.4102192306518555,meanabs,1718616343,3500,1.0601523286104202,1.4703715592622757
3500,1.4703715592622757,0.509331078082323,meanabs,1718616343,4000,0.9705622375011445,1.4798933155834675
3500,1.4703715592622757,0.6186725467443466,meanabs,1718616343,4500,0.8956011414527894,1.514273688197136
3500,1.4703715592622757,0.7658672280609607,meanabs,1718616343,5000,0.8085452556610108,1.5744124837219715
