best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4712126031517982,0.08766098409891132,meanabs,129344154,500,2.383551619052887,2.4712126031517982
1000,2.460022486746311,0.11224616199731807,meanabs,129344154,1000,2.347776324748993,2.460022486746311
1500,2.413400538265705,0.1228494551777839,meanabs,129344154,1500,2.290551083087921,2.413400538265705
2000,1.7818175442516804,0.10296559527516358,meanabs,129344154,2000,1.6788519489765168,1.7818175442516804
2500,1.5151051133871078,0.1868486303091048,meanabs,129344154,2500,1.328256483078003,1.5151051133871078
3000,1.48245969414711,0.29350945830345143,meanabs,129344154,3000,1.1889502358436586,1.48245969414711
3500,1.367562584578991,0.2661802300810814,meanabs,129344154,3500,1.1013823544979096,1.367562584578991
3500,1.367562584578991,0.4635044761002063,meanabs,129344154,4000,1.0189670979976655,1.4824715740978718
3500,1.367562584578991,0.5707061992585659,meanabs,129344154,4500,0.9431382274627685,1.5138444267213345
3500,1.367562584578991,0.606961052119732,meanabs,129344154,5000,0.8602425873279571,1.467203639447689
