best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4673633575439453,0.08696672439575215,meanabs,1497939373,500,2.380396633148193,2.4673633575439453
1000,2.454567775130272,0.10636054933071115,meanabs,1497939373,1000,2.3482072257995608,2.454567775130272
1500,2.33026797324419,0.06447028666734678,meanabs,1497939373,1500,2.2657976865768434,2.33026797324419
2000,1.7201333194971085,0.14681943237781514,meanabs,1497939373,2000,1.5733138871192933,1.7201333194971085
2500,1.5644341669976711,0.2779129444062709,meanabs,1497939373,2500,1.2865212225914002,1.5644341669976711
3000,1.4893950633704662,0.3267875473201274,meanabs,1497939373,3000,1.1626075160503389,1.4893950633704662
3500,1.4123778752982616,0.35238949224352845,meanabs,1497939373,3500,1.0599883830547332,1.4123778752982616
4000,1.3954881019890308,0.4168577112257481,meanabs,1497939373,4000,0.9786303907632827,1.3954881019890308
4000,1.3954881019890308,0.6235328662395477,meanabs,1497939373,4500,0.9000109833478928,1.5235438495874405
4000,1.3954881019890308,0.7506828232109547,meanabs,1497939373,5000,0.8157541418075561,1.5664369650185108
