best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.46299397200346,0.08361086577177046,rms,1497939373,500,2.3793831062316895,2.46299397200346
1000,2.4479637816548347,0.10216509133577345,rms,1497939373,1000,2.3457986903190613,2.4479637816548347
1500,2.318565994501114,0.0495937550067902,rms,1497939373,1500,2.2689722394943237,2.318565994501114
2000,1.7229852005839348,0.15512850373983378,rms,1497939373,2000,1.567856696844101,1.7229852005839348
2500,1.5518951639533043,0.2731367608904838,rms,1497939373,2500,1.2787584030628205,1.5518951639533043
3000,1.4826036281883717,0.32929667547345165,rms,1497939373,3000,1.15330695271492,1.4826036281883717
3500,1.4001693166792393,0.3467298974096775,rms,1497939373,3500,1.0534394192695617,1.4001693166792393
4000,1.3891095481812954,0.4205610434710979,rms,1497939373,4000,0.9685485047101975,1.3891095481812954
4000,1.3891095481812954,0.6460285334289074,rms,1497939373,4500,0.8863619083166122,1.5323904417455196
4000,1.3891095481812954,0.7599772410094738,rms,1497939373,5000,0.7959647989273071,1.555942039936781
