best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.5056788697838783,0.1687666574120521,meanabs,598422775,500,2.3369122123718262,2.5056788697838783
1000,2.004538182169199,0.10948496833443633,meanabs,598422775,1000,1.8950532138347627,2.004538182169199
1500,1.7590240240097046,0.4198115158081055,meanabs,598422775,1500,1.339212508201599,1.7590240240097046
2000,1.6139989830553532,0.5225460870563985,meanabs,598422775,2000,1.0914528959989547,1.6139989830553532
2000,1.6139989830553532,0.9604155233502388,meanabs,598422775,2500,0.8618434333801269,1.8222589567303658
2000,1.6139989830553532,1.3432806953787804,meanabs,598422775,3000,0.6098964139819145,1.9531771093606949
2000,1.6139989830553532,2.0425948987901212,meanabs,598422775,3500,0.3674216192960739,2.410016518086195
2000,1.6139989830553532,2.400810680091381,meanabs,598422775,4000,0.21976573139429093,2.620576411485672
2000,1.6139989830553532,2.62377941519022,meanabs,598422775,4500,0.14951273143291474,2.7732921466231346
2000,1.6139989830553532,2.8701412596553566,meanabs,598422775,5000,0.11521942235529423,2.9853606820106506
