best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.494332306087017,0.16555808037519437,meanabs,1162914961,500,2.3287742257118227,2.494332306087017
1000,1.9650154002010822,0.1516180582344533,meanabs,1162914961,1000,1.813397341966629,1.9650154002010822
1500,1.7873680107295513,0.4511960868537426,meanabs,1162914961,1500,1.3361719238758087,1.7873680107295513
2000,1.6515119597315788,0.5662145778536796,meanabs,1162914961,2000,1.0852973818778993,1.6515119597315788
2000,1.6515119597315788,0.9743642009794712,meanabs,1162914961,2500,0.870741331577301,1.8451055325567722
2000,1.6515119597315788,1.5686761133372784,meanabs,1162914961,3000,0.6019037336111068,2.1705798469483852
2000,1.6515119597315788,2.0458498778939247,meanabs,1162914961,3500,0.3646384705603123,2.410488348454237
2000,1.6515119597315788,2.50770953014493,meanabs,1162914961,4000,0.20483275040984153,2.7125422805547714
2000,1.6515119597315788,2.779697216451168,meanabs,1162914961,4500,0.13831072360277175,2.91800794005394
2000,1.6515119597315788,3.1584425888955594,meanabs,1162914961,5000,0.11597808972001075,3.27442067861557
