best_step_so_far,best_val_so_far,generalization_gap,norm,seed,step,train_window_loss,val_loss
500,2.4906149208545685,0.15961810708045965,rms,1722602715,500,2.330996813774109,2.4906149208545685
1000,1.9567771069705486,0.13517805740237243,rms,1722602715,1000,1.8215990495681762,1.9567771069705486
1500,1.7173351235687733,0.40349772766232483,rms,1722602715,1500,1.3138373959064484,1.7173351235687733
2000,1.631714642047882,0.5709350126981736,rms,1722602715,2000,1.0607796293497085,1.631714642047882
2000,1.631714642047882,1.002665590941906,rms,1722602715,2500,0.8252481478452682,1.8279137387871742
2000,1.631714642047882,1.5851323434710503,rms,1722602715,3000,0.5561455136537552,2.1412778571248055
2000,1.631714642047882,2.15196545034647,rms,1722602715,3500,0.29884312689304354,2.4508085772395134
2000,1.631714642047882,2.567261751964688,rms,1722602715,4000,0.1818837521225214,2.7491455040872097
2000,1.631714642047882,2.9363659167289735,rms,1722602715,4500,0.129021138548851,3.0653870552778244
2000,1.631714642047882,3.0696566823124884,rms,1722602715,5000,0.10176327347755432,3.171419955790043
